City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Acari,PE,-15.4311,-74.6158,80.44,57,100,12.01,overcast clouds
343,Den Helder,NL,52.9599,4.7593,47.01,97,75,9.22,broken clouds
344,Bengkulu,ID,-3.8004,102.2655,75.72,90,100,4.16,overcast clouds
345,Fort Nelson,CA,58.8053,-122.7002,-18.09,92,100,2.26,overcast clouds
346,Ilhabela,BR,-23.7781,-45.3581,75.2,73,55,9.48,broken clouds
347,Beloha,MG,-25.1667,45.05,67.64,70,20,9.33,few clouds
348,Brenham,US,30.1669,-96.3977,23.14,44,0,23.02,clear sky
349,Catuday,PH,16.2923,119.8062,75.33,67,96,7.23,overcast clouds
350,Kruisfontein,ZA,-34.0033,24.7314,65.88,67,76,3.0,broken clouds
351,Bassano,CA,50.7834,-112.4685,-11.36,85,100,16.33,overcast clouds
352,Aden,YE,12.7794,45.0367,78.33,73,27,13.56,scattered clouds
353,Chuy,UY,-33.6971,-53.4616,80.29,51,94,14.45,light rain
354,Wurzburg,DE,49.7878,9.9361,55.2,92,100,15.55,moderate rain
355,Miramar,US,25.9873,-80.2323,81.01,80,0,16.11,clear sky
356,Haradok,BY,55.4624,29.9816,33.3,100,100,7.74,overcast clouds
357,Merrill,US,45.1805,-89.6835,-6.83,74,100,0.0,haze
358,Westport,US,41.1415,-73.3579,51.1,85,100,24.0,overcast clouds
359,Gao,ML,16.6362,1.637,72.79,12,99,13.02,overcast clouds
360,Lompoc,US,34.6391,-120.4579,59.77,94,49,8.1,scattered clouds
361,Jumla,NP,29.2747,82.1838,32.95,29,0,6.46,clear sky
362,Noshiro,JP,40.2039,140.0242,39.13,56,99,14.2,overcast clouds
363,Narsaq,GL,60.9167,-46.05,14.22,66,0,7.63,clear sky
364,Jiaojiang,CN,28.6803,121.4428,35.01,53,0,5.39,clear sky
365,Poltavka,RU,54.3663,71.7632,19.8,93,100,14.5,overcast clouds
366,Ustka,PL,54.5805,16.8619,38.64,86,83,9.91,broken clouds
367,Kharan,PK,28.5833,65.4167,48.51,29,2,8.14,clear sky
368,Dwarka,IN,22.2394,68.9678,71.46,35,0,10.92,clear sky
369,Acajutla,SV,13.5928,-89.8275,84.74,52,0,5.66,clear sky
370,Saint George,US,37.1041,-113.5841,49.01,45,65,2.19,broken clouds
371,Swan Hill,AU,-35.3378,143.5544,65.34,60,0,7.16,clear sky
372,Cabo San Lucas,MX,22.8909,-109.9124,75.51,59,0,3.44,clear sky
373,Quchan,IR,37.106,58.5095,31.17,72,5,8.72,clear sky
374,Te Anau,NZ,-45.4167,167.7167,49.35,92,94,1.41,overcast clouds
375,Olafsvik,IS,64.8945,-23.7142,25.77,63,86,12.68,overcast clouds
376,San Juan,AR,-31.5375,-68.5364,66.2,52,95,17.16,overcast clouds
377,Aguilas,ES,37.4063,-1.5829,62.6,71,12,4.0,few clouds
378,Chifeng,CN,42.2683,118.9636,10.31,44,22,5.37,few clouds
379,Clyde River,CA,70.4692,-68.5914,-17.34,92,100,3.02,overcast clouds
380,Bathsheba,BB,13.2167,-59.5167,80.01,69,9,17.96,light rain
381,Berdigestyakh,RU,62.0989,126.6992,-14.03,92,100,2.62,overcast clouds
382,Kungalv,SE,57.871,11.9805,29.68,92,12,1.32,few clouds
383,Nioki,CD,-2.7167,17.6833,74.25,88,100,2.44,light rain
384,Getahovit,AM,40.8978,45.1392,36.21,86,8,0.96,clear sky
385,Hit,IQ,33.6416,42.8251,58.86,69,100,9.84,light rain
386,Nuuk,GL,64.1835,-51.7216,20.01,53,0,12.66,clear sky
387,Guadalajara,MX,20.6667,-103.3333,65.97,37,40,4.61,scattered clouds
388,Beringovskiy,RU,63.05,179.3167,26.82,74,47,20.65,scattered clouds
389,Mezen,RU,65.8522,44.24,25.2,97,94,5.41,overcast clouds
390,Portland,US,45.5234,-122.6762,26.53,89,100,11.5,mist
391,Innisfail,AU,-17.5333,146.0333,75.76,90,95,2.86,overcast clouds
392,Strezhevoy,RU,60.7333,77.5889,9.81,94,100,13.0,light snow
393,Peterhead,GB,57.5058,-1.7981,43.2,67,98,19.53,overcast clouds
394,Minot,US,48.2325,-101.2963,-10.98,64,0,25.32,clear sky
395,Auki,SB,-8.7676,160.7034,76.21,91,100,6.35,moderate rain
396,Ozernovskiy,RU,51.5,156.5167,30.81,83,74,24.52,broken clouds
397,Iqaluit,CA,63.7506,-68.5145,11.7,78,100,5.99,overcast clouds
398,Samarai,PG,-10.6167,150.6667,83.3,80,91,13.51,overcast clouds
399,Maniitsoq,GL,65.4167,-52.9,15.35,67,25,5.66,scattered clouds
400,Viransehir,TR,37.2353,39.7631,49.19,57,13,8.19,few clouds
401,Inhambane,MZ,-23.865,35.3833,76.98,57,20,6.91,few clouds
402,Mogadishu,SO,2.0371,45.3438,78.42,80,51,20.47,broken clouds
403,Namatanai,PG,-3.6667,152.4333,79.3,83,63,5.84,broken clouds
404,Inta,RU,66.0317,60.1659,16.56,96,100,4.65,light snow
405,Jimo,CN,36.3897,120.4622,24.1,53,4,9.62,clear sky
406,Impfondo,CG,1.6381,18.0667,78.48,63,60,2.64,broken clouds
407,Ishinomaki,JP,38.4167,141.3,34.16,81,71,6.64,broken clouds
408,Tabou,CI,4.423,-7.3528,82.8,66,10,10.07,clear sky
409,Yumen,CN,40.2833,97.2,13.87,74,56,3.87,broken clouds
410,San Nicolas,PH,18.1725,120.5953,71.02,73,98,15.05,overcast clouds
411,Piacabucu,BR,-10.4056,-36.4344,84.31,63,95,14.27,overcast clouds
412,Demak,ID,-6.8909,110.6396,78.76,82,100,19.15,overcast clouds
413,Port Moresby,PG,-9.4431,147.1797,77.5,90,72,5.21,broken clouds
414,Omboue,GA,-1.5746,9.2618,79.09,77,30,5.19,scattered clouds
415,Bereda,ES,43.2686,-7.5406,58.41,100,100,8.99,light rain
416,Zwedru,LR,6.0667,-8.1281,90.77,27,57,3.53,broken clouds
417,Muncar,ID,-8.4333,114.3333,76.6,93,100,7.49,moderate rain
418,Anju,KP,39.6178,125.6647,1.54,91,64,2.51,broken clouds
419,Berbera,SO,10.4396,45.0143,77.74,73,13,9.15,few clouds
420,Los Andes,CL,-32.8337,-70.5983,81.01,27,0,9.26,clear sky
421,Hamilton,US,39.1834,-84.5333,-2.02,77,100,24.16,overcast clouds
422,Adrar,MR,20.5022,-10.0711,74.55,16,0,14.09,clear sky
423,Vao,NC,-22.6667,167.4833,78.62,80,29,8.63,scattered clouds
424,Nagar Karnul,IN,16.4821,78.3247,69.57,52,20,6.58,few clouds
425,Suez,EG,29.9737,32.5263,64.26,61,55,7.72,broken clouds
426,Paracatu,BR,-17.2222,-46.8747,81.01,63,51,2.62,light rain
427,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.88,81,91,0.29,overcast clouds
428,Bokoro,TD,12.3807,17.0568,74.52,22,43,7.27,scattered clouds
429,Kultuk,RU,51.7208,103.6956,13.05,93,100,3.47,light snow
430,Port Macquarie,AU,-31.4333,152.9167,66.88,93,100,4.79,overcast clouds
431,Sangar,RU,63.9242,127.4739,-21.6,95,98,0.72,overcast clouds
432,Yerbogachen,RU,61.2767,108.0108,-17.57,94,29,6.69,scattered clouds
433,Somerset,US,40.5668,-74.5496,48.06,87,100,4.61,moderate rain
434,Jiangyou,CN,31.7667,104.7167,44.87,63,6,2.13,clear sky
435,Wuda,CN,39.4994,106.7117,21.67,52,56,4.7,broken clouds
436,Safaga,EG,26.7292,33.9365,66.45,54,0,17.05,clear sky
437,Le Port,RE,-20.9373,55.2919,80.6,82,99,11.74,overcast clouds
438,Cubuk,TR,40.2386,33.0322,35.35,75,75,5.75,broken clouds
439,Goundam,ML,16.4145,-3.6708,79.2,13,39,14.94,scattered clouds
440,Aksarka,RU,66.5606,67.7975,-6.52,99,100,3.15,overcast clouds
441,Andenes,NO,69.3143,16.1194,33.78,64,75,25.32,light snow
442,Kodinar,IN,20.7903,70.7031,67.48,26,0,11.27,clear sky
443,Honiara,SB,-9.4333,159.95,77.86,88,100,3.36,light rain
444,Araquari,BR,-26.3703,-48.7211,77.4,59,60,7.23,broken clouds
445,Tessalit,ML,20.1986,1.0114,72.84,17,86,10.49,overcast clouds
446,Saint Anthony,US,45.0205,-93.218,-3.33,73,100,24.16,haze
447,Acarau,BR,-2.8856,-40.12,85.12,62,97,9.57,overcast clouds
448,Braintree,GB,51.8782,0.5529,52.68,92,79,8.99,broken clouds
449,Paita,PE,-5.0892,-81.1144,75.99,70,89,10.54,overcast clouds
450,Saku,JP,36.2167,138.4833,25.77,49,24,7.18,few clouds
451,Weligama,LK,5.9667,80.4167,75.9,91,15,8.72,few clouds
452,Xining,CN,36.6167,101.7667,23.2,27,5,0.92,clear sky
453,Vitim,RU,59.4511,112.5578,6.93,94,100,7.43,light snow
454,Ugoofaaru,MV,5.6667,73.0,81.09,69,70,10.16,broken clouds
455,Marzuq,YE,14.4,46.4667,64.99,75,41,7.45,scattered clouds
456,Mimongo,GA,-1.6195,11.6068,71.96,94,72,2.77,light rain
457,Yala,TH,6.3333,101.25,72.88,95,100,2.06,overcast clouds
458,Sept-Iles,CA,50.2001,-66.3821,22.05,89,100,10.0,overcast clouds
459,Kidal,ML,18.4411,1.4078,72.34,15,80,13.27,broken clouds
460,Kedrovyy,RU,56.1667,91.8167,-6.14,97,77,3.76,broken clouds
461,Kurayoshi,JP,35.4333,133.8167,33.71,93,79,15.26,snow
462,Husavik,IS,66.0449,-17.3389,14.11,89,99,8.12,light snow
463,Chute-Aux-Outardes,CA,49.1168,-68.399,28.38,74,100,29.93,haze
464,Banda Aceh,ID,5.5577,95.3222,77.88,82,22,6.53,few clouds
465,Maragogi,BR,-9.0122,-35.2225,84.38,61,72,14.2,broken clouds
466,Vila Velha,BR,-20.3297,-40.2925,75.15,86,100,14.97,overcast clouds
467,Tecoanapa,MX,16.5167,-98.75,82.67,61,2,5.01,clear sky
468,Mykolayivka,UA,47.5414,30.7561,41.43,83,100,3.56,overcast clouds
469,Shache,CN,38.4167,77.2406,25.72,40,93,4.43,overcast clouds
470,Russell,US,32.3502,-85.1999,29.48,37,0,17.27,clear sky
471,Chapais,CA,49.7834,-74.8492,22.78,90,100,27.98,snow
472,Flin Flon,CA,54.7682,-101.865,-16.28,92,6,6.11,clear sky
473,Moshupa,BW,-24.7782,25.4155,80.22,28,8,6.2,clear sky
474,Along,IN,28.1667,94.7667,53.33,79,1,1.54,clear sky
475,Alofi,NU,-19.0595,-169.9187,75.09,94,75,5.75,broken clouds
476,Blackwater,AU,-23.5833,148.8833,71.08,71,95,6.69,overcast clouds
477,Media Luna,CU,20.1419,-77.435,80.73,60,0,2.84,clear sky
478,Montepuez,MZ,-13.1256,38.9997,70.39,94,100,3.49,moderate rain
479,Linxia,CN,35.6003,103.2064,27.46,30,0,0.07,clear sky
480,Bambanglipuro,ID,-7.95,110.2833,74.82,93,100,7.05,light rain
481,Palana,RU,59.1167,159.9667,15.1,64,30,14.76,scattered clouds
482,Rondonopolis,BR,-16.4708,-54.6356,93.92,37,26,1.3,scattered clouds
483,Port Blair,IN,11.6667,92.75,80.64,78,40,5.75,mist
484,Putnok,HU,48.3,20.4333,39.4,98,98,1.97,overcast clouds
485,Barkhan,PK,29.8977,69.5256,46.74,21,0,3.87,clear sky
486,Umm Kaddadah,SD,13.6017,26.6876,69.24,31,3,12.53,clear sky
487,Minna,NG,9.6139,6.5569,83.68,18,67,4.56,broken clouds
488,Buckeburg,DE,52.2607,9.0494,47.25,98,100,3.44,moderate rain
489,Sfantu Gheorghe,RO,45.8667,25.7833,41.27,86,53,0.94,broken clouds
490,Badnawar,IN,23.0167,75.2167,62.38,33,0,6.64,clear sky
491,Arrifes,PT,37.7667,-25.7,59.25,59,20,19.57,few clouds
492,Springdale,US,36.1867,-94.1288,7.74,61,0,18.01,clear sky
493,Qaqortoq,GL,60.7167,-46.0333,9.16,68,0,7.0,clear sky
494,Chernyshevskiy,RU,63.0128,112.4714,-9.99,98,100,1.12,overcast clouds
495,Conceicao Da Barra,BR,-18.5933,-39.7322,75.74,90,100,10.42,light rain
496,Touros,BR,-5.1989,-35.4608,84.81,62,96,12.06,overcast clouds
497,Baykit,RU,61.67,96.37,-29.06,100,79,1.12,broken clouds
498,Kaeo,NZ,-35.1,173.7833,57.33,94,98,3.87,overcast clouds
499,Laem Sing,TH,12.4816,102.0738,78.03,66,27,7.23,scattered clouds
500,Sicamous,CA,50.8331,-118.9856,2.19,96,100,2.71,snow
501,Beira,MZ,-19.8436,34.8389,75.49,68,0,7.7,clear sky
502,Tucurui,BR,-3.7661,-49.6725,77.72,81,100,5.03,overcast clouds
503,Juegang,CN,32.3174,121.1855,30.9,39,0,12.77,clear sky
504,Vieux-Habitants,GP,16.0589,-61.7659,81.97,65,8,10.18,clear sky
505,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,48.13,86,99,2.53,overcast clouds
506,Port Lincoln,AU,-34.7333,135.8667,58.03,79,56,4.92,broken clouds
507,Pierre,US,44.3683,-100.351,-2.15,79,100,23.02,haze
508,Debre Tabor,ET,11.85,38.0167,56.61,56,94,2.24,overcast clouds
509,Shiyan,CN,32.6475,110.7781,40.17,44,0,2.3,clear sky
510,Ust-Nera,RU,64.5667,143.2,-16.17,67,98,1.86,overcast clouds
511,Aginskoye,RU,51.1,114.53,-11.43,91,29,4.56,scattered clouds
512,Ancud,CL,-41.8697,-73.8203,58.48,47,44,6.51,scattered clouds
513,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,61,100,14.7,overcast clouds
514,Necochea,AR,-38.5473,-58.7368,73.4,70,93,14.83,light rain
515,Bardiyah,LY,31.7561,25.0865,61.66,59,94,8.59,overcast clouds
516,Eureka,US,40.8021,-124.1637,59.25,88,100,1.99,overcast clouds
517,Luderitz,NA,-26.6481,15.1594,70.52,63,1,20.65,clear sky
518,Mount Gambier,AU,-37.8333,140.7667,50.47,91,100,4.05,overcast clouds
519,Kenora,CA,49.8167,-94.4337,-4.23,70,100,18.01,light snow
520,Lundazi,ZM,-12.2929,33.1782,65.01,93,100,3.02,overcast clouds
521,Mayumba,GA,-3.432,10.6554,76.15,85,86,1.99,overcast clouds
522,Poum,NC,-20.2333,164.0167,80.4,78,16,12.75,few clouds
523,Sulphur,US,30.2366,-93.3774,26.58,47,0,17.27,clear sky
524,Finschhafen,PG,-6.6024,147.8681,80.15,82,98,6.02,overcast clouds
525,Juneau,US,58.3019,-134.4197,21.22,82,100,11.5,light snow
526,Mporokoso,ZM,-9.3727,30.125,61.3,99,99,3.13,overcast clouds
527,Haines Junction,CA,60.7522,-137.5108,-24.41,99,98,1.16,overcast clouds
528,Hanyang,CN,32.1371,105.5126,41.2,68,4,0.78,clear sky
529,Kuusamo,FI,65.9667,29.1833,21.24,86,100,8.05,overcast clouds
530,Kattivakkam,IN,13.2167,80.3167,77.09,76,100,12.88,overcast clouds
531,Hami,CN,42.8,93.45,23.34,41,97,1.16,overcast clouds
532,Muisne,EC,0.6,-80.0333,79.09,74,98,9.42,overcast clouds
533,Show Low,US,34.2542,-110.0298,47.01,40,0,10.36,clear sky
534,Northam,GB,51.0333,-4.2167,51.62,95,58,20.49,broken clouds
535,Dicabisagan,PH,17.0818,122.4157,70.03,86,100,12.75,overcast clouds
536,Oudtshoorn,ZA,-33.5907,22.2014,70.95,65,100,15.12,overcast clouds
537,Tiznit,MA,29.5833,-9.5,69.6,29,0,5.01,clear sky
538,Rocha,UY,-34.4833,-54.3333,91.8,23,95,13.06,overcast clouds
539,Almaznyy,RU,48.0448,40.045,32.34,73,95,8.05,overcast clouds
540,Aljezur,PT,37.3191,-8.8033,60.53,84,45,5.41,scattered clouds
541,Ortakoy,TR,38.7373,34.0387,30.45,79,0,2.44,clear sky
542,Denia,ES,38.8408,0.1057,65.95,75,24,1.01,few clouds
543,La Libertad,EC,-2.2333,-80.9,78.46,73,0,11.5,clear sky
544,Parfenyevo,RU,58.484,43.4088,32.79,98,100,10.2,overcast clouds
545,Buraydah,SA,26.326,43.975,64.63,52,58,5.75,broken clouds
546,Emet,TR,39.343,29.2585,39.88,79,7,2.35,clear sky
547,San Andres,CO,12.5847,-81.7006,86.02,70,20,14.97,few clouds
548,Klaksvik,FO,62.2266,-6.589,29.32,64,100,17.16,overcast clouds
549,Verkhoshizhemye,RU,58.011,49.1038,32.25,98,100,9.89,overcast clouds
550,Emerald,AU,-23.5333,148.1667,71.35,76,100,10.94,overcast clouds
551,Pouebo,NC,-20.4,164.5667,77.49,84,24,6.67,few clouds
552,Itapirapua,BR,-15.8233,-50.6133,81.97,73,31,2.26,scattered clouds
553,Broome,US,42.2506,-75.833,32.38,100,100,25.32,snow
554,Gold Coast,AU,-28.0,153.4333,73.0,92,100,6.91,light rain
555,Ambilobe,MG,-13.2,49.05,76.06,90,88,2.39,moderate rain
556,Cambridge,CA,43.3601,-80.3127,14.95,91,100,8.99,light snow
557,Rio Grande,BR,-32.035,-52.0986,89.71,63,61,16.24,broken clouds
558,Xingyi,CN,24.1877,102.817,42.87,95,33,3.76,scattered clouds
559,Temecula,US,33.4936,-117.1484,67.26,45,0,3.44,clear sky
560,Sorgun,TR,39.8101,35.186,34.97,79,0,1.86,clear sky
561,Aktau,KZ,43.65,51.2,34.38,45,0,21.21,clear sky
562,Buta,CD,2.7858,24.73,74.75,78,100,2.8,overcast clouds
563,Praxedis Guerrero,MX,31.3667,-106.0167,22.46,29,89,12.41,overcast clouds
564,Pobe,BJ,6.9801,2.6649,88.02,24,79,3.09,broken clouds
565,Uglegorsk,RU,49.0833,142.0333,21.51,92,97,9.89,overcast clouds
566,Bridlington,GB,54.0831,-0.1919,44.89,94,100,17.0,light rain
567,Boshnyakovo,RU,49.6333,142.1667,18.57,92,71,6.38,broken clouds
568,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,102.74,18,93,9.1,overcast clouds
569,Uruzgan,AF,32.8333,66.0,36.09,47,5,2.35,clear sky
570,Lumeje,AO,-11.55,20.7833,68.92,78,82,1.5,broken clouds
571,Ozark,US,37.0209,-93.206,3.61,68,70,11.01,broken clouds
572,Ketchikan,US,55.3422,-131.6461,25.27,86,100,3.44,snow
573,Eidsvag,NO,62.7767,8.0668,32.65,96,100,4.45,snow
574,Miaray,PH,7.5747,125.0444,71.51,95,91,1.81,overcast clouds
575,Malkangiri,IN,18.35,81.9,63.36,46,9,1.14,clear sky
576,Mount Kisco,US,41.2043,-73.7271,49.62,93,100,17.27,light intensity drizzle
577,Srednekolymsk,RU,67.45,153.6833,-20.43,88,4,3.96,clear sky
578,Ngong,KE,-1.3618,36.6566,65.93,76,99,12.21,overcast clouds
579,Sortland,NO,68.6949,15.4162,32.09,82,100,10.07,light snow
580,Mehamn,NO,71.0357,27.8492,24.75,80,40,4.61,light snow
581,Kemijarvi,FI,66.7131,27.4306,4.68,99,28,4.63,scattered clouds
582,Jishou,CN,28.3167,109.7167,47.75,40,10,1.66,clear sky
583,Nizwa,OM,22.9333,57.5333,68.85,42,89,0.6,overcast clouds
584,Goya,AR,-29.14,-59.2626,102.9,17,56,7.49,broken clouds
585,Olinda,BR,-8.0089,-34.8553,85.73,66,40,10.36,scattered clouds
586,Rasra,IN,25.85,83.85,63.39,34,1,1.86,clear sky
587,Kysyl-Syr,RU,63.8986,122.7617,-33.16,100,41,2.08,scattered clouds
588,Mount Isa,AU,-20.7333,139.5,76.77,100,75,0.0,broken clouds
589,Sarti,GR,40.1,23.9833,51.89,61,45,1.25,scattered clouds
590,Lincoln,US,40.8,-96.667,2.28,70,0,17.27,clear sky
591,Maraba,BR,-5.3686,-49.1178,89.78,84,40,5.75,scattered clouds
592,Iberia,US,29.9502,-91.7507,26.67,43,0,17.27,clear sky
593,Luwuk,ID,-0.9516,122.7875,78.85,87,99,1.86,overcast clouds
594,Xunchang,CN,28.4543,104.715,49.24,85,100,1.77,overcast clouds
595,Nikolsk,RU,53.7189,46.0712,34.93,89,100,14.88,overcast clouds
596,Takhtamygda,RU,54.1,123.5667,-0.22,96,100,2.59,overcast clouds
597,Hachinohe,JP,40.5,141.5,33.42,71,11,10.65,few clouds
598,Puerto Palomas,MX,31.7667,-107.6167,33.57,28,77,10.07,broken clouds
599,Lenger,KZ,42.183,69.8839,15.24,71,6,5.97,clear sky
600,Hervey Bay,AU,-25.2986,152.8535,72.21,78,97,3.62,overcast clouds
601,Gladstone,AU,-23.85,151.25,71.78,73,99,5.75,light rain
602,Greenwood,US,34.1668,-82.1165,29.8,43,1,8.99,clear sky
603,Buin,CL,-33.7333,-70.75,85.05,25,1,9.53,clear sky
604,Nabire,ID,-3.3667,135.4833,76.66,90,100,3.24,overcast clouds
605,Pochutla,MX,15.7432,-96.4661,83.82,47,1,6.73,clear sky
606,Klyuchi,RU,52.2667,79.1667,7.52,85,100,15.35,overcast clouds
607,Thinadhoo,MV,0.5333,72.9333,81.84,71,50,17.78,scattered clouds
608,Itarema,BR,-2.9248,-39.9167,86.31,57,94,10.45,overcast clouds
609,Radishchevo,RU,52.85,47.8833,32.02,84,100,10.96,overcast clouds
610,Zavyalovo,RU,54.5053,82.4484,0.18,89,100,15.32,overcast clouds
611,Poladpur,IN,17.9802,73.466,69.4,63,1,2.13,clear sky
612,Kutahya,TR,39.4242,29.9833,38.93,74,2,2.3,clear sky
613,Rio Tercero,AR,-32.173,-64.1141,72.23,69,100,9.04,light rain
614,Gisborne,NZ,-38.6533,178.0042,58.69,87,57,5.21,broken clouds
615,Stromness,GB,58.965,-3.296,37.36,59,98,18.21,overcast clouds
616,Lesnoye,RU,58.2841,35.5158,33.28,98,100,7.83,light snow
617,Brookings,US,44.3114,-96.7984,-8.9,75,100,27.63,haze
618,Prince George,CA,53.9166,-122.753,-3.39,82,40,5.75,snow
619,Lakatoro,VU,-16.0999,167.4164,80.83,80,18,8.12,few clouds
620,Amga,RU,60.8953,131.9608,-10.32,95,100,1.16,overcast clouds
621,Benguela,AO,-12.5763,13.4055,76.59,73,55,7.65,light rain
622,Aleksandrov Gay,RU,50.147,48.5704,32.18,91,74,10.98,broken clouds
623,Kushmurun,KZ,52.4503,64.6311,26.96,91,100,15.75,overcast clouds
624,Barra Dos Coqueiros,BR,-10.9089,-37.0386,86.02,66,75,4.61,light intensity shower rain
625,Madingou,CG,-4.1536,13.55,72.64,95,99,1.28,overcast clouds
626,Ust-Tsilma,RU,65.441,52.1498,9.21,98,97,2.55,overcast clouds
627,Porto Novo,BJ,6.4965,2.6036,82.31,39,76,7.9,broken clouds
628,Chegdomyn,RU,51.1167,133.0167,-0.81,96,88,2.59,overcast clouds
629,Udgir,IN,18.3833,77.1167,69.3,39,3,5.88,clear sky
630,Bosaso,SO,11.2842,49.1816,76.03,84,28,4.16,scattered clouds
631,Gazli,UZ,40.1333,63.45,29.32,43,0,14.56,clear sky
632,Mikhaylovskoye,RU,51.8239,79.7172,6.64,85,99,13.02,overcast clouds
633,Uray,RU,60.1247,64.7758,16.79,95,29,7.49,scattered clouds
634,Pozo Colorado,PY,-23.4923,-58.7972,102.15,20,19,7.0,few clouds
635,Inirida,CO,3.8653,-67.9239,91.17,45,4,3.87,clear sky
636,Norman Wells,CA,65.282,-126.8329,-15.63,99,99,2.84,overcast clouds
637,Jijiga,ET,9.35,42.8,65.44,63,75,1.7,broken clouds
638,Porto Nacional,BR,-10.7081,-48.4172,84.2,80,93,4.5,overcast clouds
639,Ravar,IR,31.2656,56.8055,45.5,35,79,1.23,broken clouds
640,Vostok,RU,46.4856,135.8833,4.93,98,100,2.06,overcast clouds
641,Joshimath,IN,30.5667,79.5667,40.17,37,0,4.34,clear sky
642,Sioux Lookout,CA,50.1001,-91.917,-0.53,92,100,16.08,light snow
643,Lichuan,CN,30.3,108.85,37.13,77,6,0.76,clear sky
644,Tommot,RU,58.9564,126.2925,-21.91,98,92,1.28,overcast clouds
645,Poli,TZ,-3.3333,36.8,64.36,79,99,4.74,overcast clouds
646,Nyurba,RU,63.2842,118.3319,-31.86,100,39,0.83,scattered clouds
647,Pindiga,NG,9.9833,10.9333,74.12,22,22,7.61,few clouds
648,Ust-Kut,RU,56.7938,105.7672,-6.57,100,100,0.22,overcast clouds
649,Imamoglu,TR,37.2651,35.6572,51.03,58,5,4.21,clear sky
650,Oranjemund,NA,-28.55,16.4333,67.73,79,60,11.61,broken clouds
651,Bejar,ES,40.3864,-5.7634,50.58,93,82,6.44,broken clouds
652,Biltine,TD,14.5333,20.9167,75.04,23,97,9.84,overcast clouds
653,Campbell River,CA,50.0163,-125.2446,28.26,100,100,6.91,mist
654,Roma,US,43.2128,-75.4557,42.94,87,100,11.01,moderate rain
655,Lukang,TW,24.0567,120.4352,57.43,50,0,20.2,clear sky
656,Urdoma,RU,61.7533,48.5442,31.28,95,100,6.49,overcast clouds
657,Igarapava,BR,-20.0383,-47.7469,83.08,46,59,1.54,broken clouds
658,Mountrath,IE,52.9989,-7.4728,47.79,87,75,10.49,broken clouds
659,Nanakuli,US,21.3906,-158.1547,74.61,83,20,4.61,few clouds
660,Dunedin,NZ,-45.8742,170.5036,57.79,94,99,1.01,overcast clouds
661,Baie-Comeau,CA,49.2168,-68.1489,26.26,82,100,24.27,light snow
662,Pervomayskiy,RU,53.2485,40.2871,36.19,93,100,15.32,overcast clouds
663,Coihaique,CL,-45.5752,-72.0662,57.81,44,20,8.05,few clouds
664,Lubumbashi,CD,-11.6609,27.4794,64.49,97,97,4.25,moderate rain
665,Kikwit,CD,-5.041,18.8162,72.72,90,24,1.66,light rain
666,La Foa,NC,-21.7108,165.8276,77.22,85,30,3.87,scattered clouds
667,Fukue,JP,32.6881,128.8419,42.06,79,100,32.06,overcast clouds
668,Nicoya,CR,10.1483,-85.452,84.15,62,94,11.88,overcast clouds
669,Sapa,PH,5.1544,120.3241,79.3,88,100,9.8,overcast clouds
670,Palmer,US,42.1584,-72.3287,53.96,84,100,13.8,moderate rain
671,Soyo,AO,-6.1349,12.3689,79.25,76,81,6.44,broken clouds
672,Selikhino,RU,50.3672,137.4996,17.85,84,100,14.14,overcast clouds
673,Hoquiam,US,46.9809,-123.8893,36.93,98,100,11.5,light rain
674,Bunia,CD,1.5667,30.25,67.23,81,98,2.46,overcast clouds
675,Yarim,YE,14.298,44.3779,53.65,71,35,4.07,scattered clouds
676,Dalbandin,PK,28.8947,64.4101,46.17,31,3,7.34,clear sky
677,Makakilo City,US,21.3469,-158.0858,73.18,90,20,4.61,few clouds
678,Kuldiga,LV,56.974,21.9572,37.09,93,100,4.9,overcast clouds
